id	label	sublabel	description	x	y	cluster	weight<total count>	score<average pub year>	weight<2010~2012 Peoples R China count>	weight<2010~2012 USA count>	weight<2017~2019 Peoples R China count>	weight<2017~2019 USA count>	score<USA ratio for 2010~2012>	score<USA ratio for 2017~2019>	weight<default>
3165	3165	artificial neural network; forecasting; support vector machine; air quality prediction; neural network model	<table><tr><td>Micro-level field:</td><td>3165</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>atmospheric environment; lecture notes in computer science; atmospheric pollution research; science of the total environment; environmental modelling & software</td></tr><tr><td>Terms:</td><td>artificial neural network; forecasting; support vector machine; air quality prediction; neural network model</td></tr></table>	0.3727	0.1408	4	2207	2013.7762	17	20	173	32	0.540540540540541	0.15609756097561	10
3166	3166	diagnosis; qualitative simulation; fault detection; multiple fault diagnosis; complex system	<table><tr><td>Micro-level field:</td><td>3166</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; frontiers in artificial intelligence and applications; ieee aerospace conference proceedings; artificial intelligence; ieee autotestcon</td></tr><tr><td>Terms:</td><td>diagnosis; qualitative simulation; fault detection; multiple fault diagnosis; complex system</td></tr></table>	0.6335	0.5651	5	2206	2008.7865	11	17	23	9	0.607142857142857	0.28125	10
3167	3167	e book; electronic book; visual fatigue; legibility; visual performance	<table><tr><td>Micro-level field:</td><td>3167</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; electronic library; displays; acm-ieee joint conference on digital libraries jcdl; journal of academic librarianship</td></tr><tr><td>Terms:</td><td>e book; electronic book; visual fatigue; legibility; visual performance</td></tr></table>	0.0248	0.7762	1	2195	2011.7932	8	66	18	70	0.891891891891892	0.795454545454545	10
3168	3168	colonial korea; korea; japan; meiji japan; postwar japan	<table><tr><td>Micro-level field:</td><td>3168</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>monumenta nipponica; journal of japanese studies; japanese journal of religious studies; positions-asia critique; journal of asian studies</td></tr><tr><td>Terms:</td><td>colonial korea; korea; japan; meiji japan; postwar japan</td></tr></table>	-0.2145	0.8748	1	2195	2011.2465	4	143	12	152	0.972789115646258	0.926829268292683	10
3169	3169	australia; new zealand; anzac; queensland; maori	<table><tr><td>Micro-level field:</td><td>3169</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>australian historical studies; australian journal of politics and history; journal of australian studies; labour history; new zealand journal of history</td></tr><tr><td>Terms:</td><td>australia; new zealand; anzac; queensland; maori</td></tr></table>	-0.2092	0.8865	1	2195	2011.1731	2	34	3	27	0.944444444444444	0.9	10
3170	3170	gas turbine; simulation; aircraft engine; modeling; turbofan engine	<table><tr><td>Micro-level field:</td><td>3170</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>journal of engineering for gas turbines and power-transactions of the asme; international journal of turbo & jet-engines; applied energy; energy; energies</td></tr><tr><td>Terms:</td><td>gas turbine; simulation; aircraft engine; modeling; turbofan engine</td></tr></table>	0.7934	0.2297	3	2192	2012.5703	13	23	113	12	0.638888888888889	0.096	10
3171	3171	defensive medicine; medical malpractice; malpractice litigation; tort reform; complaint	<table><tr><td>Micro-level field:</td><td>3171</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>bmj-british medical journal; bulletin de l academie nationale de medecine; jama-journal of the american medical association; health affairs; medical journal of australia</td></tr><tr><td>Terms:</td><td>defensive medicine; medical malpractice; malpractice litigation; tort reform; complaint</td></tr></table>	-0.6601	0.4434	2	2190	2011.5694	4	129	14	164	0.969924812030075	0.921348314606742	10
3172	3172	cloud; cloud robotics; rt middleware; ros; service	<table><tr><td>Micro-level field:</td><td>3172</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee international conference on intelligent robots and systems; advances in intelligent systems and computing; ieee international conference on robotics and automation icra; proceedings of spie</td></tr><tr><td>Terms:</td><td>cloud; cloud robotics; rt middleware; ros; service</td></tr></table>	0.6743	0.522	5	2190	2012.9566	2	7	25	14	0.777777777777778	0.358974358974359	10
3173	3173	student; psychology; statistic; teaching; attitude	<table><tr><td>Micro-level field:</td><td>3173</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>teaching of psychology; american statistician; procedia social and behavioral sciences; inted proceedings; international statistical review</td></tr><tr><td>Terms:</td><td>student; psychology; statistic; teaching; attitude</td></tr></table>	-0.1869	0.7606	1	2189	2010.9726	1	136	6	132	0.992700729927007	0.956521739130435	10
3174	3174	hajj; travelers diarrhea; diarrhea; mass gathering; travel	<table><tr><td>Micro-level field:</td><td>3174</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of travel medicine; travel medicine and infectious disease; prehospital and disaster medicine; clinical infectious diseases; american journal of tropical medicine and hygiene</td></tr><tr><td>Terms:</td><td>hajj; travelers diarrhea; diarrhea; mass gathering; travel</td></tr></table>	-0.6249	-0.1896	2	2186	2011.8307	11	96	7	123	0.897196261682243	0.946153846153846	10
3175	3175	q fever; coxiella burnetii; chronic q fever; q fever endocarditis; q fever outbreak	<table><tr><td>Micro-level field:</td><td>3175</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>plos one; infection and immunity; epidemiology and infection; emerging infectious diseases; annals of the new york academy of sciences</td></tr><tr><td>Terms:</td><td>q fever; coxiella burnetii; chronic q fever; q fever endocarditis; q fever outbreak</td></tr></table>	-0.6206	-0.2315	2	2185	2012.1378	5	80	12	82	0.941176470588235	0.872340425531915	10
3176	3176	helicopter; simulator; motion cueing algorithm; ship airwake; inverse simulation	<table><tr><td>Micro-level field:</td><td>3176</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>journal of the american helicopter society; journal of aircraft; journal of guidance control and dynamics; aeronautical journal; aerospace science and technology</td></tr><tr><td>Terms:</td><td>helicopter; simulator; motion cueing algorithm; ship airwake; inverse simulation</td></tr></table>	0.7907	0.1899	3	2182	2012.258	13	56	99	86	0.811594202898551	0.464864864864865	10
3177	3177	bovine lactoferrin; bovine; recombinant human lactoferrin; bovine colostrum; camel milk	<table><tr><td>Micro-level field:</td><td>3177</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>biometals; biochemistry and cell biology-biochimie et biologie cellulaire; journal of dairy science; international congress series; international dairy journal</td></tr><tr><td>Terms:</td><td>bovine lactoferrin; bovine; recombinant human lactoferrin; bovine colostrum; camel milk</td></tr></table>	-0.6749	-0.2699	2	2180	2010.5702	43	41	74	46	0.488095238095238	0.383333333333333	10
3178	3178	russia; region; management; russian federation; enterprise	<table><tr><td>Micro-level field:</td><td>3178</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>matec web of conferences; procedia engineering; iop conference series-earth and environmental science; iop conference series-materials science and engineering; e3s web of conferences</td></tr><tr><td>Terms:</td><td>russia; region; management; russian federation; enterprise</td></tr></table>	0.2526	0.6187	3	2180	2016.356	0	5	6	6	1	0.5	10
3179	3179	open data; open government data; transparency; freedom; information act	<table><tr><td>Micro-level field:</td><td>3179</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>government information quarterly; lecture notes in computer science; profesional de la informacion; proceedings of the 19th annual international conference on digital government research (dgo 2018): governance in the data age; proceedings of the annual hawaii international conference on system sciences</td></tr><tr><td>Terms:</td><td>open data; open government data; transparency; freedom; information act</td></tr></table>	0.022	0.789	1	2177	2014.836	1	56	36	81	0.982456140350877	0.692307692307692	10
3180	3180	medication adherence; adherence; depression; employment; anxiety	<table><tr><td>Micro-level field:</td><td>3180</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>transplantation proceedings; pediatric transplantation; clinical transplantation; transplantation; progress in transplantation</td></tr><tr><td>Terms:</td><td>medication adherence; adherence; depression; employment; anxiety</td></tr></table>	-0.9427	0.1212	2	2172	2011.9724	6	145	15	161	0.960264900662252	0.914772727272727	10
3181	3181	frequent item; heavy hitter; triangle counting; triangle; sketch	<table><tr><td>Micro-level field:</td><td>3181</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee international conference on data engineering; ieee infocom; ieee high performance extreme computing conference; proceedings of the vldb endowment</td></tr><tr><td>Terms:</td><td>frequent item; heavy hitter; triangle counting; triangle; sketch</td></tr></table>	0.7288	0.5919	5	2171	2012.5316	22	45	64	67	0.671641791044776	0.511450381679389	10
3182	3182	label use; pediatric drug development; physiologically; label prescribing; neonate	<table><tr><td>Micro-level field:</td><td>3182</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>british journal of clinical pharmacology; archives of disease in childhood; international journal of pharmaceutics; european journal of clinical pharmacology; pediatrics</td></tr><tr><td>Terms:</td><td>label use; pediatric drug development; physiologically; label prescribing; neonate</td></tr></table>	-0.7772	0.0927	2	2167	2012.6848	1	104	17	174	0.990476190476191	0.910994764397906	10
3183	3183	automata; wireless data broadcast; learning automata; multiple channel; location dependent data	<table><tr><td>Micro-level field:</td><td>3183</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; wireless networks; ieee transactions on knowledge and data engineering; ieee transactions on mobile computing; advances in intelligent systems and computing</td></tr><tr><td>Terms:</td><td>automata; wireless data broadcast; learning automata; multiple channel; location dependent data</td></tr></table>	0.7663	0.592	5	2164	2008.9298	17	21	23	12	0.552631578947369	0.342857142857143	10
3184	3184	solar selective absorber; thermal stability; co3o4 nanoparticle; selective coating; solar thermal application	<table><tr><td>Micro-level field:</td><td>3184</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>solar energy materials and solar cells; solar energy; applied surface science; journal of alloys and compounds; thin solid films</td></tr><tr><td>Terms:</td><td>solar selective absorber; thermal stability; co3o4 nanoparticle; selective coating; solar thermal application</td></tr></table>	0.6415	-0.5704	3	2163	2012.908	106	24	131	43	0.184615384615385	0.247126436781609	10
3185	3185	longevity risk; age period cohort analysis; lee carter model; cohort effect; life insurance	<table><tr><td>Micro-level field:</td><td>3185</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>insurance mathematics & economics; astin bulletin; demographic research; scandinavian actuarial journal; journal of risk and insurance</td></tr><tr><td>Terms:</td><td>longevity risk; age period cohort analysis; lee carter model; cohort effect; life insurance</td></tr></table>	-0.4747	0.4623	1	2163	2012.9478	20	77	47	86	0.793814432989691	0.646616541353383	10
3186	3186	regulatory fit; message framing; construal level; psychological distance; fit	<table><tr><td>Micro-level field:</td><td>3186</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>journal of consumer research; journal of experimental social psychology; journal of personality and social psychology; journal of consumer psychology; advances in consumer research</td></tr><tr><td>Terms:</td><td>regulatory fit; message framing; construal level; psychological distance; fit</td></tr></table>	-0.2167	0.7319	1	2161	2013.7756	12	209	62	250	0.945701357466063	0.801282051282051	10
3187	3187	bushmeat; wildlife trade; cite; hunting; poaching	<table><tr><td>Micro-level field:</td><td>3187</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>biological conservation; conservation biology; oryx; plos one; global ecology and conservation</td></tr><tr><td>Terms:</td><td>bushmeat; wildlife trade; cite; hunting; poaching</td></tr></table>	-0.2246	-0.0828	4	2161	2013.9838	15	76	49	178	0.835164835164835	0.784140969162996	10
3188	3188	myxomatous mitral valve disease; dilated cardiomyopathy; pimobendan; atrial fibrillation; fallot	<table><tr><td>Micro-level field:</td><td>3188</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of veterinary internal medicine; journal of veterinary cardiology; javma-journal of the american veterinary medical association; journal of small animal practice; veterinary journal</td></tr><tr><td>Terms:</td><td>myxomatous mitral valve disease; dilated cardiomyopathy; pimobendan; atrial fibrillation; fallot</td></tr></table>	-0.9134	-0.006	4	2158	2010.8406	1	85	1	132	0.988372093023256	0.992481203007519	10
3189	3189	high speed train; crosswind; tunnel; train; road vehicle	<table><tr><td>Micro-level field:</td><td>3189</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of wind engineering and industrial aerodynamics; proceedings of the institution of mechanical engineers part f-journal of rail and rapid transit; journal of fluids engineering-transactions of the asme; applied mechanics and materials; notes on numerical fluid mechanics and multidisciplinary design</td></tr><tr><td>Terms:</td><td>high speed train; crosswind; tunnel; train; road vehicle</td></tr></table>	0.7748	-0.0905	3	2158	2013.5843	33	27	221	36	0.45	0.140077821011673	10
3190	3190	frame synchronization; loop; timing recovery; phase; digital receiver	<table><tr><td>Micro-level field:</td><td>3190</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on communications; international conference on acoustics speech and signal processing icassp; ieee vehicular technology conference proceedings; ieee transactions on signal processing; proceedings of spie</td></tr><tr><td>Terms:</td><td>frame synchronization; loop; timing recovery; phase; digital receiver</td></tr></table>	0.8688	0.4923	5	2157	2009.5591	21	16	31	5	0.432432432432432	0.138888888888889	10
3191	3191	thyroglossal duct cyst; ranula; fistula; acute suppurative thyroiditis; pyriform	<table><tr><td>Micro-level field:</td><td>3191</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>international journal of pediatric otorhinolaryngology; journal of laryngology and otology; journal of craniofacial surgery; journal of oral and maxillofacial surgery; laryngoscope</td></tr><tr><td>Terms:</td><td>thyroglossal duct cyst; ranula; fistula; acute suppurative thyroiditis; pyriform</td></tr></table>	-1.034	-0.1279	2	2154	2010.3719	22	69	47	62	0.758241758241758	0.568807339449541	10
3192	3192	soil water repellency; wildfire; hydrophobicity; contact angle; post fire runoff	<table><tr><td>Micro-level field:</td><td>3192</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>geoderma; catena; hydrological processes; international journal of wildland fire; science of the total environment</td></tr><tr><td>Terms:</td><td>soil water repellency; wildfire; hydrophobicity; contact angle; post fire runoff</td></tr></table>	0.0755	-0.1058	4	2153	2012.2791	7	104	36	123	0.936936936936937	0.773584905660377	10
3193	3193	peer; online game; multiplayer online game; cloud; interest management	<table><tr><td>Micro-level field:</td><td>3193</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; annual workshop on network and system support for games; ieee acm international symposium on distributed simulation and real-time applications; proceedings of spie; proceedings of the ieee virtual reality annual international symposium</td></tr><tr><td>Terms:</td><td>peer; online game; multiplayer online game; cloud; interest management</td></tr></table>	0.6966	0.6076	5	2152	2009.5762	6	14	19	13	0.7	0.40625	10
3194	3194	intermediate band solar cell; hot carrier solar cell; quantum dot solar cell; solar cell; impurity photovoltaic effect	<table><tr><td>Micro-level field:</td><td>3194</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ieee photovoltaic specialists conference; applied physics letters; proceedings of spie; journal of applied physics; solar energy materials and solar cells</td></tr><tr><td>Terms:</td><td>intermediate band solar cell; hot carrier solar cell; quantum dot solar cell; solar cell; impurity photovoltaic effect</td></tr></table>	0.8589	-0.5193	3	2147	2012.7694	22	35	42	53	0.614035087719298	0.557894736842105	10
3195	3195	francisella; tularemia; live vaccine strain; subspecy; piscirickettsia salmonis	<table><tr><td>Micro-level field:</td><td>3195</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>infection and immunity; plos one; frontiers in cellular and infection microbiology; emerging infectious diseases; journal of fish diseases</td></tr><tr><td>Terms:</td><td>francisella; tularemia; live vaccine strain; subspecy; piscirickettsia salmonis</td></tr></table>	-0.5986	-0.2606	2	2147	2011.5776	4	216	10	132	0.981818181818182	0.929577464788732	10
3196	3196	cold war; cybernetic; international geophysical year; hiroshima; science diplomacy	<table><tr><td>Micro-level field:</td><td>3196</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>historical studies in the natural sciences; physics in perspective; technology and culture; isis; minerva</td></tr><tr><td>Terms:</td><td>cold war; cybernetic; international geophysical year; hiroshima; science diplomacy</td></tr></table>	-0.1836	0.8733	1	2142	2011.5579	0	130	9	106	1	0.921739130434783	10
3197	3197	maxillofacial surgery; professionalism; twitter; social medium; plastic surgery	<table><tr><td>Micro-level field:</td><td>3197</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>plastic and reconstructive surgery; aesthetic surgery journal; journal of medical internet research; british journal of oral & maxillofacial surgery; journal of oral and maxillofacial surgery</td></tr><tr><td>Terms:</td><td>maxillofacial surgery; professionalism; twitter; social medium; plastic surgery</td></tr></table>	-0.5574	0.5157	2	2139	2015.2613	1	135	16	318	0.992647058823529	0.952095808383234	10
3198	3198	capacitance microscopy; electrostatic force microscopy; electron work function; kelvin probe microscopy	<table><tr><td>Micro-level field:</td><td>3198</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>applied physics letters; journal of applied physics; nanotechnology; journal of vacuum science & technology b; japanese journal of applied physics</td></tr><tr><td>Terms:</td><td>capacitance microscopy; electrostatic force microscopy; electron work function; kelvin probe microscopy</td></tr></table>	0.7433	-0.5433	3	2134	2009.2699	19	44	42	22	0.698412698412698	0.34375	10
3199	3199	aminomethylphosphonic acid; ampa; roundup; herbicide glyphosate; adsorption	<table><tr><td>Micro-level field:</td><td>3199</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>chemosphere; science of the total environment; environmental science and pollution research; journal of chromatography a; environmental pollution</td></tr><tr><td>Terms:</td><td>aminomethylphosphonic acid; ampa; roundup; herbicide glyphosate; adsorption</td></tr></table>	-0.2035	-0.3094	4	2130	2013.8286	16	35	89	89	0.686274509803922	0.5	10
3200	3200	hyperhidrosis; thoracoscopic sympathectomy; axillary osmidrosis; primary palmar hyperhidrosis	<table><tr><td>Micro-level field:</td><td>3200</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>dermatologic surgery; british journal of dermatology; annals of thoracic surgery; journal of the american academy of dermatology; clinical autonomic research</td></tr><tr><td>Terms:</td><td>hyperhidrosis; thoracoscopic sympathectomy; axillary osmidrosis; primary palmar hyperhidrosis</td></tr></table>	-0.9898	0.032	2	2130	2010.1596	17	48	47	46	0.738461538461539	0.494623655913979	10
3201	3201	gait recognition; gait; gait analysis	<table><tr><td>Micro-level field:</td><td>3201</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; proceedings of spie; international conference on pattern recognition; multimedia tools and applications; pattern recognition</td></tr><tr><td>Terms:</td><td>gait recognition; gait; gait analysis</td></tr></table>	0.6485	0.455	5	2127	2013.2873	20	9	73	29	0.310344827586207	0.284313725490196	10
3202	3202	zigbee network; zigbee; raspberry pi; control system; gsm	<table><tr><td>Micro-level field:</td><td>3202</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on consumer electronics; lecture notes in computer science; applied mechanics and materials; ieee industrial electronics society; advanced materials research</td></tr><tr><td>Terms:</td><td>zigbee network; zigbee; raspberry pi; control system; gsm</td></tr></table>	0.7726	0.559	5	2126	2012.516	7	8	15	6	0.533333333333333	0.285714285714286	10
3203	3203	adaptive cluster; non response; sensitive question; stratified random sampling; randomized response model	<table><tr><td>Micro-level field:</td><td>3203</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>communications in statistics-theory and methods; survey methodology; journal of statistical planning and inference; communications in statistics-simulation and computation; hacettepe journal of mathematics and statistics</td></tr><tr><td>Terms:</td><td>adaptive cluster; non response; sensitive question; stratified random sampling; randomized response model</td></tr></table>	-0.1565	0.4346	5	2120	2012.341	12	87	28	86	0.878787878787879	0.754385964912281	10
3204	3204	cambaridae; parastacidae; decapoda; procambarus clarkii; pacifastacus leniusculus	<table><tr><td>Micro-level field:</td><td>3204</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>bulletin francais de la peche et de la pisciculture; knowledge and management of aquatic ecosystems; journal of crustacean biology; freshwater biology; crustaceana</td></tr><tr><td>Terms:</td><td>cambaridae; parastacidae; decapoda; procambarus clarkii; pacifastacus leniusculus</td></tr></table>	-0.1998	-0.1533	4	2117	2010.8706	7	106	7	96	0.938053097345133	0.932038834951456	10
3205	3205	effect; china; treatment; coastal city; influence	<table><tr><td>Micro-level field:</td><td>3205</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of coastal research; saudi journal of biological sciences; acta medica mediterranea; journal of intelligent & fuzzy systems; polish maritime research</td></tr><tr><td>Terms:</td><td>effect; china; treatment; coastal city; influence</td></tr></table>	0.363	0.1508	4	2113	2017.9106	16	2	813	49	0.111111111111111	0.0568445475638051	10
3206	3206	audio visual speech recognition; lip; lip reading; speech; visual speech	<table><tr><td>Micro-level field:</td><td>3206</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; international conference on acoustics speech and signal processing icassp; interspeech; ieee international conference on image processing icip; ieee transactions on multimedia</td></tr><tr><td>Terms:</td><td>audio visual speech recognition; lip; lip reading; speech; visual speech</td></tr></table>	0.6155	0.4888	5	2110	2010.2019	12	11	19	13	0.478260869565217	0.40625	10
3207	3207	brain tumor segmentation; pathological brain detection; wavelet entropy; tumor detection	<table><tr><td>Micro-level field:</td><td>3207</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; international journal of imaging systems and technology; proceedings of spie; multimedia tools and applications; ieee access</td></tr><tr><td>Terms:</td><td>brain tumor segmentation; pathological brain detection; wavelet entropy; tumor detection</td></tr></table>	0.444	0.4232	5	2105	2016.562	12	11	133	71	0.478260869565217	0.348039215686275	10
3208	3208	stability; influence; cylindrical shell; crack; stress state	<table><tr><td>Micro-level field:</td><td>3208</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>international applied mechanics; mechanics of composite materials; materials science; mathematical problems in engineering; lecture notes in computer science</td></tr><tr><td>Terms:</td><td>stability; influence; cylindrical shell; crack; stress state</td></tr></table>	0.8322	-0.1236	3	2098	2006.5	18	9	3	1	0.333333333333333	0.25	10
3209	3209	sweet sorghum; beet campaign; dextran; sugar beet; sugar industry	<table><tr><td>Micro-level field:</td><td>3209</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>sugar industry-zuckerindustrie; international sugar journal; listy cukrovarnicke a reparske; sugar tech; industrial crops and products</td></tr><tr><td>Terms:</td><td>sweet sorghum; beet campaign; dextran; sugar beet; sugar industry</td></tr></table>	-0.1739	-0.35	4	2080	2010.4538	17	59	29	81	0.776315789473684	0.736363636363636	10
3210	3210	chronic anal fissure; hemorrhoid; lateral internal sphincterotomy; doppler; stapled hemorrhoidopexy	<table><tr><td>Micro-level field:</td><td>3210</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>diseases of the colon & rectum; colorectal disease; techniques in coloproctology; international journal of colorectal disease; british journal of surgery</td></tr><tr><td>Terms:</td><td>chronic anal fissure; hemorrhoid; lateral internal sphincterotomy; doppler; stapled hemorrhoidopexy</td></tr></table>	-1.0328	-0.0325	2	2078	2010.0212	12	25	29	37	0.675675675675676	0.560606060606061	10
3211	3211	crack detection; image processing; crack; convolutional neural network; image	<table><tr><td>Micro-level field:</td><td>3211</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>automation in construction; proceedings of spie; transportation research record; computer-aided civil and infrastructure engineering; journal of computing in civil engineering</td></tr><tr><td>Terms:</td><td>crack detection; image processing; crack; convolutional neural network; image</td></tr></table>	0.6595	0.3601	3	2076	2015.6946	11	42	166	120	0.792452830188679	0.41958041958042	10
3212	3212	shape grammar; fabrication; generative design; computational design; stereotomy	<table><tr><td>Micro-level field:</td><td>3212</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>architectural design; nexus network journal; ai edam-artificial intelligence for engineering design analysis and manufacturing; automation in construction; lecture notes in computer science</td></tr><tr><td>Terms:</td><td>shape grammar; fabrication; generative design; computational design; stereotomy</td></tr></table>	0.4303	0.5544	1	2075	2012.7571	6	100	31	129	0.943396226415094	0.80625	10
3213	3213	dmsp; carbonyl sulfide; dimethylsulfide; cos; daisyworld	<table><tr><td>Micro-level field:</td><td>3213</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of physical chemistry a; journal of geophysical research-atmospheres; atmospheric chemistry and physics; atmospheric environment; biogeosciences</td></tr><tr><td>Terms:</td><td>dmsp; carbonyl sulfide; dimethylsulfide; cos; daisyworld</td></tr></table>	0.0052	-0.2178	4	2075	2010.5089	35	90	74	99	0.72	0.572254335260116	10
3214	3214	apple; fire blight resistance; venturia inaequali; pear; malus	<table><tr><td>Micro-level field:</td><td>3214</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; tree genetics & genomes; hortscience; scientia horticulturae; genetic resources and crop evolution</td></tr><tr><td>Terms:</td><td>apple; fire blight resistance; venturia inaequali; pear; malus</td></tr></table>	-0.3557	-0.3139	4	2074	2011.1456	47	48	71	62	0.505263157894737	0.466165413533835	10
3215	3215	boronic acid; saccharide; benzoxaborole; glycated hemoglobin; fructose	<table><tr><td>Micro-level field:</td><td>3215</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>chemical communications; tetrahedron letters; journal of organic chemistry; chemistry-a european journal; organic & biomolecular chemistry</td></tr><tr><td>Terms:</td><td>boronic acid; saccharide; benzoxaborole; glycated hemoglobin; fructose</td></tr></table>	0.2093	-0.6433	3	2073	2010.904	59	77	62	50	0.566176470588235	0.446428571428571	10
3216	3216	animal; dog; species; biosecurity; circus	<table><tr><td>Micro-level field:</td><td>3216</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>society & animals; geoforum; social studies of science; environment and planning d-society & space; sociological review</td></tr><tr><td>Terms:</td><td>animal; dog; species; biosecurity; circus</td></tr></table>	-0.2185	0.8606	1	2069	2013.3436	0	94	7	145	1	0.953947368421053	10
